book_id,chap_id,term_str,n,tf,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
144,1,discomfort,1,0.0033112582781456954,0.012847428966914733,NN,0.0,0.0,0.0,0.0,0.0,0.012847428966914733,0.0,0.0,-0.012847428966914733
144,1,dismal,1,0.0033112582781456954,0.014402015997713475,JJ,0.0,0.0,0.014402015997713475,0.014402015997713475,0.0,0.014402015997713475,0.0,0.0,-0.014402015997713475
144,1,diversion,1,0.0033112582781456954,0.018966624021732447,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.018966624021732447,0.0,0.018966624021732447
144,1,doubt,2,0.006622516556291391,0.011808357673878543,NN,0.0,0.0,0.0,0.011808357673878543,0.0,0.011808357673878543,0.0,0.011808357673878543,-0.011808357673878543
144,1,doubtless,1,0.0033112582781456954,0.01404799214368529,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01404799214368529,0.01404799214368529
144,1,dreadful,2,0.006622516556291391,0.024222060441535107,JJ,0.024222060441535107,0.024222060441535107,0.024222060441535107,0.024222060441535107,0.0,0.024222060441535107,0.0,0.0,-0.024222060441535107
144,1,elder,1,0.0033112582781456954,0.011888797784149882,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011888797784149882,0.011888797784149882
144,1,electric,2,0.006622516556291391,0.016323748667082156,JJ,0.0,0.0,0.0,0.0,0.016323748667082156,0.0,0.016323748667082156,0.0,0.016323748667082156
144,1,elevation,1,0.0033112582781456954,0.02665512764718729,NN,0.0,0.02665512764718729,0.0,0.02665512764718729,0.02665512764718729,0.0,0.0,0.02665512764718729,0.02665512764718729
144,1,embarrassment,1,0.0033112582781456954,0.014402015997713475,NN,0.0,0.0,0.0,0.014402015997713475,0.0,0.014402015997713475,0.014402015997713475,0.0,-0.014402015997713475
144,1,engaged,2,0.006622516556291391,0.015198417531702604,VBN,0.0,0.015198417531702604,0.0,0.0,0.015198417531702604,0.0,0.0,0.015198417531702604,0.015198417531702604
